idx_issue,등록일자,상태,구분,작성자명,작성자명(form DB),프로젝트명,관련제품,이슈내용,발생원인,개선방안
860,2024.8.30,등록,,채효경,채효경,PNA27515-오토매틱(본제작),굿스타트 슈즈백,"슈즈백 좌우 시안의 선 정렬이 맞지 않게 제작되었습니다. (스레드 사진 첨부)
임가공 샘플링 사진과 입하 사진 은 정렬 맞게 인쇄된 것으로 보아 일부 수량에 해당하는 문제일 것 같습니다. 
정렬이 꽤 눈에 띄게 맞지 않은데 재제작 가능한 정도일지 확인 부탁 드려요.

제작하신 100개 수량 중 몇 개에 해당하는지 고객께서 현재 수량 파악 중이며, 상황 공유 및 대응방안 논의를 위해 먼저 이슈등록합니다. 
늦어도 9/4(수)까지는 수령하셔야 하는 일정입니다. ",검수단계에서 누락 ,
859,2024.8.28,등록,,탁유림,탁유림,PNA28004-오뚜기(런치박스),레디고 런치박스,"제작 후 2개월 경과했는데, 패키지 스티커에 색이 바랜 부분들이 있어서 추가제작시 해당 부분 개선 가능할지 문의주셨습니다.

사진상으로는 잘 보이지 않는다고 하시어, 실물 전달주시기로 하셨는데 민지님 연락처 공유드려도 될까요?",,
858,2024.8.27,등록,,현동원,현동원,PNA27483-빅크,메시지 캐리어 파우치,"매트블랙 컬러 330개 중 34개에 찍힘과 스크래치 발생 
매트한 표면 특성 상 스크래치가 발생할 가능성은 높아보이나 찍힘이 심한 것들은 확인해 보아야 할 거 같습니다. ",,
857,2024.8.26,등록,,한승윤,한승윤,PNA27313-오션스바이오,스타일 수면안대,그래픽 인쇄 위치의 오차가 큼 ,패브릭 제품 특성상 오차범위가 있을 수 있는 점은 인지하고 있으나 고객사에서 말씀해주신 것처럼 격차가 큰 것 같습니다. 확인 부탁드려요. ,
856,2024.8.19,등록,,한봄이,한봄이,PNA27010-스페이스보헤미안,매트블랙 텀블러,"판매용 제품이라 엔드유저에게 제품 관련 불만사항이 접수되어 신시어리에 사실 확인을 요청주셨습니다.

1. 차가운 물을 담으면 바로 결로가 발생하고, 뜨거운 음료를 담으면 제품이 너무 뜨거워서 맨손으로 잡기 어려운데 2중 진공 스테인레스 구조가 맞을까요?

->도연님이 직접 확인해주셨는데, 차가운 물을 담고 한시간 정도 지나니까 약간의 물방울이 맺히는걸로 확인되었습니다. 결로가 발생하는것 자체가 제품 하자인게 맞을지 확인 부탁드립니다.

->뜨거운 음료를 담았을때 제품을 만지기 힘들 정도로 텀블러가 뜨거워지는게 정상적인 현상이 맞는지 확인 부탁드립니다.


2. 스텐락 홈페이지에 같은 사양으로 보이는 제품 상세페이지에 '보온, 보냉 기능이 없는 일반 텀블러로 결로가 발생할 수 있습니다'라고 기재되어 있습니다. 매트블랙 텀블러가 보온/보냉 기능이 있는 제품이 맞을까요?

-> 엔드유저가 보신 제품으로 추정되는 제품 링크 쓰레드에 첨부해드리니, 매트블랙 텀블러와는 다른 제품이 맞을지 확인 부탁드립니다.",제조사에 확인 필요,
855,2024.8.8,등록,,한승윤,한승윤,PNA26563-에이치아이여성의원,페이머스 캡슐보틀,"고객사에서 100개로 견적 요청하였으나 큐레이터 휴먼에러로 300개 견적으로 전달, 고객사 담당자의 견적서 확인 누락으로 그대로 제작 진행됨 

--> (결론) 고객이 선입금해주신 금액 기준으로 우선 납품하고 (총 140개), 이후 160개 수량은 50% 할인가로 판매 하기로 고객사와 협의 완료 

+ 이슈 해결시 고려했던 부분 아래 시트로 정리해서 기록합니다. 의사결정은 민서님과 같이 완료하여 고객사와 커뮤니케이션 완료했습니다. 
https://docs.google.com/spreadsheets/d/1LnM0SqfP7G1rwOS-piB-s_Xf-BhQozxAuk75xCXKKXE/edit?gid=0#gid=0",휴먼에러 ,
854,2024.8.8,등록,,한승윤,한승윤,PNA26444-홀라이프워십,미스트 워터보틀,"고객사에서 아래 이슈 리포팅 해주셨습니다. 100개 출고 되었고, 고객사에서 전량 검수하여 3개 불량이었다고 말씀해주셨어요. 여분 수량 없이 정량으로 출고됐습니다.

- 뚜껑에 매직같이 묻어있음
- 뚜껑이 오돌토돌해서 조금 날카로움
- 물통 코팅 벗겨짐

https://sincerelygroup.slack.com/archives/CG95K1138/p1723010073587129?thread_ts=1721368106.231559&cid=CG95K1138",,
853,2024.8.7,등록,,탁유림,탁유림,PNA26898-사이버안보협력센터,컬러풀 노트패드,"디자인리퀘스트 단계에서 기관명이
'사이버안보협력센터'가 아닌 '사이버보안협력센터'로 작업됨.

큐레이터와 고객 모두 수정단계 & 최종 확인 단계에서 해당 부분 인지하지 못함

재제작 희망하시나, 재제작 방안 및 비용 우선 확인 필요
고객께 재제작 비용의 반액 부담 제안해놓은 상황",휴먼에러,
852,2024.8.5,등록,,한승윤,한승윤,PNA25899-동성케미컬,아이콘 펜,"아이콘 펜의 아이콘이 쉽게 떨어진다고 합니다. 별도로 보수를 요청주신 것은 아니지만 이전에 PNA21594-LG전자 건도 동일한 이슈 있어서 협력사에 접착제 양 또는 종류 확인 필요하여 개선 진행되면 좋을 것 같습니다. 

본 건 추가 제작도 염두하고 계신 상황이라 재제작 때는 신경써서 제작 부탁드립니다 ! ",접착제 양 부족?,
851,2024.7.25,등록,,탁유림,탁유림,PNA26518-Scissroswrights,리틀빅 리유저블컵,"- 세척 후 인쇄 벗겨짐 
- 100개중 52개 배포 완료, 48개 보유중

고객 클레임 : 상품을 받아보고 일주일정도 사용해봤는데요 4번정도 세척을 했을때 인쇄된 문구들이 다 떨어져나갔습니다. 그 뒤로는 손으로만 문질러도 인쇄문구들이 떨어져서 손에 묻는 지경까지 되었습니다.

중간에 인쇄된게 떨어져나가는 거 보고 일단 배포는 중단했고 현재 반이상 나간 상태고 48개 가지고 있습니다.",확인 필요,
850,2024.7.22,등록,,탁유림,탁유림,PNA11997-충북대학교디지털혁신공유대학_발주완료,핑거팬,"충전을 해도 선풍기 작동이 안됨

22년도 발주건이나 엔드유저는 일주일전쯤 받아보셨다고 합니다.
원칙적으로 보증기간은 경과하였지만, 고객경험 차원에서 핑거팬 > 핸디링 선풍기로 대체하여 보내드리고자 합니다.",제품 불량,
849,2024.7.19,등록,,이은교,이은교,PNA26261-ASML,"인스타 피규어,메시지 캐리어 파우치","2곳으로 분할배송 예정이었던 건이나, 1곳으로 일괄 출고됨.",TO 데이터 연결 오류(?)로 확인. 자세한 내용 추가 확인 필요,
848,2024.7.18,등록,,한승윤,한승윤,PNA26627-한국백혈병어린이재단,올웨이즈 양우산,고객사가 전달한 시안에서 오탈자 발생,"고객사 부주의 + 전문용어(백혈병 LEUKEMIA)라 신시어리 측에서도 잡기가 어려웠음. 

기본적으로 오탈자 검수하지 않지만 AI 기술 활용하여 일러스트 내에서도 오탈자 검수 자동으로 이뤄지는 기능이 있으면 좋을 것 같습니다. (고객이 기대하지 않았던 부분에서 만족을 주는 & 고객의 비용도 아껴주는 & 상사에게 혼나지 않게 막아주는  별 6개짜리 서비스)

고객사에서 신시어리에 보상을 요청한 것은 아니고, 비용 지불 후 보수 작업 진행하기로 했습니다. 회수 필요한 프로젝트라 이슈채널에 업데이트 합니다. ",
847,2024.7.17,등록,,이은교,이은교,"PNA26600-피닉스다트(피규어,짐색추가주문)",아이콘 콜드컵,아이콘 아크릴 시안이 잘못 인쇄되었습니다. (스레드 참고) 20일에 행사라 19일까지는 재제작 및 출고되어야 하는 상황입니다. ,체크파이널 과정에서 내부 그래픽이 삭제된 것으로 추정됩니다. (고객이 작업해주신 시안과 발주확정시안이 상이.),
846,2024.7.16,등록,,이은교,이은교,PNA24893-LVMH,아트워크 레더 다이어리,아트워크레더다이어리 시안과 실물 색감이 달라 사용할 수 없다는 컴플레인 입니다. 내용 정리해서 스레드에 남기겠습니다. ,,
845,2024.7.16,등록,,이은교,이은교,PNA25440-웨이커,투마일 오피스 슬리퍼,"1. 펠트스트링파우치 인쇄하여 제작하는 건이나, 무지 제품으로 출고됨
2. 슬리퍼 본드 접착력이 약해 금방 떨어질 것 같고, 흰색 발판 부분이 군데군데 오염되었다는 피드백. (대부분의 제품에 해당된다고 합니다.)

스레드 사진 참고 부탁드립니다. ",확인필요.,
844,2024.7.11,등록,,현동원,현동원,PNA25554-의정부문화재단,어태치보조배터리,"엔드유저가 제품 수령하였으나, 스마트폰에 연결 시 충전이 안되는 이슈로 교환 요청

충전 표시가 사라지고 충전이 되지 않음
배터리 완충해도 충전 안됨 ",,
843,2024.7.5,등록,,한승윤,한승윤,PNA26016-넷마블네오,Reinvent 박스,"리인벤트 슬리브 박스가 찌그러져서 도착했다고 합니다. 현재 10박스 중 2박스만 열어보신 상태라고 하고, 최소 3개 정도 발견하신 것으로 보여요. 

고객사에서는 슬리브 커버랑 박스만 받아서 직접 다시 패키징 하시겠다고 하는데, 가능할까요? 우선 슬리브 커버 재고 있을지, 트레이 박스만 출고 가능할지 확인 부탁드립니다. 

(고객사에 뜯지 않은 박스도 회수 후 다시 전달드리는 것 제안드렸는데 다시 출고 준비하고 물건 받는거 번거로우실 것 같다고 반기지는 않으시네요) ","슬리브 박스 자체의 구조가 다른 박스형 패키지에 비해 약한 편인데, 내부 구성품에 블랭킷이 들어가면서 부피감은 큰데 내부를 서로 지지해주는 힘이 부족해서 찌그러진 것 같습니다. 

특히 박스 하단 쪽에 있는 것들은 트레이 박스가 슬리브 바깥으로 튀어 나오고 슬리브가 찢어졌다고 합니다. ",
842,2024.7.1,등록,,이은교,이은교,PNA25830-퍼플피그,브랜디드 노트북백,"
노트북백 지퍼의 고리 부분이 헐거워서 지퍼가 제대로 작동하지 않고 손잡이 부분이 계속 빠진다고 합니다. (스레드 사진 참고 부탁드립니다.)

니퍼로 힘을 가해서 조이면 될 것 같기는한데.. 이 부분도 불량이라고 볼 수 있을지 확인 부탁드립니다.

일단 포트폴리오용 샘플 여분이 1개 있어서 해당 제품으로 고객 전달드리려고 합니다.",,
836,2024.6.14,등록,,채효경,채효경,PNA21235-기프트위키,레더라벨 캠핑체어,"기프트위키에서 영상물등급위원회의 구매대행을 진행한 건입니다. 레더라벨 캠핑체어 수령하신 엔드유저가 제품 수령하시고 첫 테스트로 사용하던 중 의자다리 2개가 부러졌다고 합니다. (동일이슈 제 프로젝트만 3번째네요..)  
작년 11월 출고된 프로젝트이나, 엔드유저는 올해 5월에 선물받으셨다고 합니다. 

접수내용 전문 아래 전달 및 사진 첨부 드립니다. 
- 
다리 파손. 선물로 받은 제품으로 2024.6.13. 조립 후 착좌 직후 의자다리 4개 중 뒷다리 2개가 파손됨. 120Kg 최대하중이라던데 85Kg 무게를 못 견딤. 텐트 조립 경험이 있어 연결 덜 됐는지 여러 차례 확인 후 완전 조립 여부 최종 확인한 상태였으나 파손됨.
-

새 제품 1개 고객 주소로 바로 택배발송 진행 가능할까요? 가능여부 안내주시면 고객과 소통 후 스레드로 배송정보 전달 드리겠습니다. ",제품 불량 ,
835,2024.5.23,등록,,탁유림,탁유림,PNA25551-엔픽셀(npixel),핸디링 미니 선풍기,"핸디링을 스탠드로 활용이 불가한 것도 검수단계에서 불량으로 간주하고 있을까요?

고객이 10개 확인해 보았는데 그중 1개가 직립하지 않아서, 추후 추가 발견시 어떻게 대응 가능한지 문의주셨습니다.

스레드로 고객이 보내주신 영상 첨부드립니다.",,
834,2024.5.22,등록,,탁유림,탁유림,PNA25236-온페이퍼크리에이티브,톤앤톤 쿨러백,"고객사 퀵 배차 관련 혼선 발생

[출고 전]
1. 출고 안내 메일 발송 (고객사퀵 / 출고지 : 에이원 센터)
2. 고객사 배차 진행
3. 출고지 에이원 > 다영으로 변경
4. 출고 전날 큐레이터에게 변경 내용 공유됨
5. 고객사 재배차 진행

 [출고 당일]
1. 고객사 퀵 다영에 도착하였으나 물품 없다고 답변 받음
2. FFM 확인해보니 이미 출고 완료된 것으로 확인
3. 알고보니 다영에서 퀵 배차하여 출고
4. 고객사 혼선 & 비용 손해 발생 (소액이라 신시어리에 청구 X)

5/17(금) 출고 완료된 건인데 이슈채널에 공유차 남겨둡니다.

이외에도 앞서 업로드한 2건의 이슈가 추가 발생하여, 에이전시인 고객사의 신시어리 경험이 좋지 않았을 것 같아요. (매출액 1500만원 정도로 작지 않은 건)

참고차 공유드리며, CX팀에서 논의하여 쏘리키트 발송하겠습니다.",임가공 협력사(다영) 실수 / 커뮤니케이션 혼선,
833,2024.5.22,등록,,탁유림,탁유림,PNA25236-온페이퍼크리에이티브,인스타 피규어,피규어 다리 파츠 1개 없음 / 여분 2개 제공되어 해당 여분으로 교체,협력사 실수,
832,2024.5.21,등록,,탁유림,탁유림,PNA25236-온페이퍼크리에이티브,리멤버 탁상시계,탁상시계 화면 불량 / 여분 2개 제공되어 해당 여분으로 교체,기기 자체 불량,
831,2024.5.21,등록,,이은교,이은교,PNA25653-롯데지에프알,하이킹 폴딩방석,"시안과 제품 실물간의 색감차이가 너무 심하다는 컴플레인. (LS샘플로 폴딩방석 1개씩 선출고 되었음)

인쇄 기법 특성 상 색감차이 발생할 수 있는 제품인 점은 안내드렸으나, 해당 내용을 감안하고서라도 아예 다른 색으로 느껴지는 수준이라고 하십니다. 사진은 스레드에 첨부합니다.

- 남색 -> 보라색으로 인쇄됨
- 약간 탁한 연두색 -> 라임색으로 인쇄됨
",,
830,2024.5.20,등록,,현동원,현동원,PNA24123-하이브로,Quality 슬리브 박스,"블랙페이퍼 슬리브 우측면이 시간이 지나면서 벌어짐
접착력이 약하다고 합니다.
약 20개 중 14개 수량에서 발생

고객은 이미 구매확정을 완료해주신 상황이어서 추후 제작 시 개선 의견을 주신 상황입니다.

이전에도 이런 이슈가 있었던 것 같은데 확인 부탁드립니다!
양면테이프 접착력 확인 부탁드리며, 조금 폭이 두꺼운 양면테이프를 쓰거나 부착횟수를 늘려 개선할 수 있을지 확인해 주시면 좋을 것 같습니다. :) ",,
829,2024.5.16,등록,,송지영,송지영,PNA25399-차일디,스타트 씨드키트,"스타트 씨드키트의 웰컴 페이퍼가 중앙정렬이 되지 않게 인쇄되었음. 

고객에게 1-2mm 오차로 모든 인쇄물에 발생하며 웰컴 페이퍼의 사이즈가 작아서 미세한 재단 오차도 크게 보임 / 재제작 시에도 중앙 정렬 되지 않을 수 있다고 여러번 안내드렸지만 용납하지 못하시고 재제작 원하시는 상황 

재제작 시에도 중앙정렬이 안될 수 있고, 2차 재제작 어려운 점 안내드드림 ",,
828,2024.5.10,등록,,한승윤,한승윤,PNA25111-스튜디오톰보이,클리어 리유저블컵,"실크 인쇄 시안이 번짐
사진은 스레드로 첨부드리겠습니다. 
4개 정도 불량이 발생했다고 하시는데 여유 수량 포함하여 5개 정도 추가 전달 가능할지요?",인쇄 과정에서의 실수,
827,2024.5.10,등록,,채효경,채효경,PNA20135-삼성SDS,레더라벨 캠핑체어,"엔드유저께서 제품 수령 후 처음으로 조립하여 앉아보셨는데 의자 다리가 부서지면서 넘어지셨다고 합니다. 
동봉된 매뉴얼 상 qr 코드 통해 조립하였고, 120kg 하중 제한 내용이 쓰여있어 안심하고 앉은 다음 등판에 등을 대는 순간 다리가 파손 되었다고 합니다. (엔드유저 고객분의 몸무게는 85kg라고 알려주셨습니다) 
다행히 다치지는 않으셨다고 하는데, as 요청을 주셔서 새 제품으로 전달 주실 수 있을까요? ",제품 불량,
826,2024.5.9,등록,,한봄이,한봄이,PNA24873-소니픽쳐스,어썸그립,"어썸그립은 1종, 배경지가 채널(genietv/Btv/U+) 별로 3종으로 제작된 건

1차 출고시 genietv 배경지로만 1200개 수량이 출고되어야 하는데 1200개 중 100개 수량이 Btv 배경지가 삽입되어 출고된 것으로 예상됨","배경지가 발주 후 시안 수정이 발생하여 홀딩되었다가 본제작 진행됨

그 과정에서 발주담당자가 협력사에 배경지 3종으로 나눠 입하되어야 하는 부분에 대한 내용 고지를 누락함",
824,2024.4.12,등록,,이은교,이은교,PNA23839-유브레인커뮤니케이션즈,모바일 오피스 파우치,"모바일오피스파우치 100개 차주 월요일(4/15) 출고 예정이었으나, 제작이 누락됨. ",확인필요,
823,2024.4.11,등록,,송지영,송지영,PNA23994-대학내일,세이프라이프 차량용소화기,"총 130개 중 100개는 물류센터로, 30개는 최종 클라이언트(삼성화재)으로 전달된 상황 

물류센터로 간 100개의 경우 전부 살펴보지는 못했으나 사무실로 수령한 30개는 스티커가 아래와 같이 굴곡이 있는 하단쪽에 부착되어 울어있다고 삼성 화재에서 전달함  

30개는 이미 배포한 상황이고 삼성 화재에서 나머지 100개는 울지 않게 더 위로 붙여서 나갔으면 좋겠다고 하는데  

1) 원래 임가공이 이렇게 되는 것인지, 아니면 이번이 좀 아래로 부착된 것인지 
2) 잘못 부착된 것이라면 스티커만 재제작하여 기존 스티커 제거하고 재 부착이 가능한 제품인지 확인 부탁드리겠습니다.  ",협력사 임가공 ? ,
822,2024.4.9,등록,,한봄이,한봄이,PNA24666-라인플러스,데코 스티커,300개 중 11개의 스티커가 칼선이 커팅되어 있지 않은 것으로 확인됨,협력사에서 제작하는 과정에서 칼선 컷팅 과정이 누락된 것으로 추정됨,
821,2024.4.8,등록,,황휘민,황휘민,PNA21621-경신홀딩스,MiiR 텀블러,"텀블러 본체와 뚜껑 간의 결합부분, 뚜껑 위 슬라이드덮개 부분이 헐거워서 불편하다는 의견이 10건 이상 접수되었다고 합니다. ",,
820,2024.4.3,등록,,현동원,현동원,PNA24525-이노모틱스,슬로건 다이어리,"슬로건 다이어리의 인쇄 색상에 초록끼가 더 많이 돈다는 클레임. 
고객사 내부에서 다이어리 사용이 어렵다는 분위기임. ",,
819,2024.4.2,등록,,현동원,현동원,PNA23940-롯데케미칼,인스타 피규어,"마그넷 옵션으로 제작되지 않음 (일반 스탠드로 출고) 
발주는 제대로 들어갔으므로 협력사 휴먼에러로 추정됨 
",,
818,2024.3.25,등록,,탁유림,탁유림,PNA24160-고우하이,페이퍼 샤쉐,"페이퍼샤쉐는 개봉상태의 향이 1개 삽입되는 것이 디폴트 임가공 방식이지만,

주의사항표기택에 '사용방법'으로 개봉방식이 안내되고 있어 엔드유저가 나머지 한쪽면의 실링을 벗기려고 시도하는 등 혼선이 발생한다는 고객 클레임

[사용방법]
1. 멤브레인 끝 부분을 양쪽으로 잡고 은박 실링지를 벗겨주세요.
2. 향이 담긴 멤브레인을 봉투에 넣고 덮개를 덮어 봉해주세요.","개봉/미개봉시 템플릿이 구분되어 있지 않기 때문에
템플릿 문구에 혼선의 여지가 있음",
817,2024.3.18,등록,,탁유림,탁유림,PNA19323-레드버튼,인스타 피규어,"키링 접합부 결착력이 약해 분실되는 이슈 (사진 참고)

고객은 해당 부분 의'접착력'이 약하다고 말씀 주셨으나,
형태로 보았을 때 접착이 아닌 결착방식일 것으로 보이며, 더 강하게 조일 수 있을지 확인 필요",,
816,2024.3.15,등록,,현동원,현동원,PNA14642-넷플릭스,어썸그립,"22년 10월 말 생산한 어썸그립 개봉 시, 부착되어 있는 3m 스티커의 접착력이 사라짐 ",,
815,2024.3.15,등록,,한봄이,한봄이,PNA23276-알마로꼬,데코 스티커,시안 내 문구가 Cloud 인데 l이 빠져 Coud로 제작됨,최종시안 파일은 이상없어서 아마도 협력사 과실이지 않을까 싶습니,
814,2024.3.11,등록,,현동원,현동원,PNA24100-대원씨아이,라미 사파리 펜,"라미펜 슬리브의 접착면이 잘 붙지 않고 벌어짐. 접착테이프의 접착력이 좋지 않은 것으로 추정됨. 
",,
813,2024.3.11,등록,,송지영,송지영,PNA23203-(주)무스마,월드 오브 피규어 Set,"PNA23203-(주)무스마건 

구성품 : Raw코튼 파우치(100개), 런치박스(100개), 월오피 카드 트레이(100개), 레더스킨 다이어리(70개) 

고객이 전량 검수한 결과 키트 4개에서 월오피가 누락되어 있다고 하네요.
"," 2달이나 지난 건이라서,, 원인 파악이 어려울 것 같은데.. 확인 부탁드리겠습니다.. (임가공 시 누락된 것일지요..?) 

",
812,2024.3.5,등록,,한봄이,한봄이,PNA23594-비올,트래블 2in1 목베개,고객이 제품 수령 후 한 박스를 뜯어 확인해 봤는데 그 중 1개 제품이 터져서 안에 내용물이 다 빠진 상태로 확인됨,봉제가 제대로 마무리 안된 것으로 추정,
811,2024.3.5,등록,,한봄이,한봄이,PNA24110-삼성증권,페이퍼 샤쉐,"제작옵션이 컬러페이퍼+박인쇄에서 컬러프린팅+박후가공으로 변경되고, 이로 인해 템플릿이 변경되는 과정에서 배경 색상이 파란색에서 흰색으로 변경됨

고객사가 삼성증권이라 파란색 배경이 꼭 들어가야 해서 추가제작이 불가피한 상황",컬러페이퍼 -> 컬러프린팅으로 변경되어 색지로 지정되어 있던 배경색을 아예 제외한 것으로 추정됨 (당시 발담당자가 현재 휴가중이라 확인 불가),
810,2024.3.5,등록,,탁유림,탁유림,PNA23450-의정부시청,인스타 피규어,고객이 확인한 피규어 6개중 4개에 일부 파츠(ex.모자)가 누락되어 있었다고 합니다. 회수 후 전량 검수 가능할까요? 수량 130개 입니다.,협력사 실수,
809,2024.3.4,등록,,김동민,김동민,PNA22414-모닝글로리,어썸그립,어썸그립의 그립과 전면 캐릭터 부분이 쉽게 떨어지는 현상,"1) 본드칠이 제대로 되어 있지 않거나 (사진을 보면 매우 일부만 본드칠이 되어 있음)
2) 날씨 혹은 본드 자체의 문제",
808,2024.2.28,등록,,한승윤,한승윤,PNA23722-유니마인드,퀵 버튼링 노트,"고객사에서 시안 컬러 구현이 제대로 되지 않았다고 컴플레인
시안 색상과 약간의 차이는 있긴 하나 이슈 수준은 아닌 것으로 보입니다.
혹시 원래 인쇄 자체가 이렇게 구현되는 것인지 실제로 인쇄가 잘 못 된 것인지 확인 부탁드립니다 

더불어 템플릿에 적혀있는 표현이 조금 오해의 소지가 있게 적힌거 같습니다
실제 모니터 화면보다 희끄무레하게 표현되는 것 같은데 선명하게 보인다고 적혀있어서 고객 입장에서는 완전 쨍하게 나오는 것처럼 오해하실 수 있을 것 같아요",,
807,2024.2.16,등록,,한봄이,한봄이,PNA23396-울산대학교병원,프라우드 투톤 명함지갑,명함지갑(딥그린) 발주가 뒤늦게 안들어간 걸로 확인되어 예정된 출고일(2/20) 내에 출고가 불가해짐,발주담당자 휴먼에러,
806,2024.2.14,등록,,한승윤,한승윤,PNA23102-삼성전자DX채용,Quality 슬리브 박스,슬리브 박스 접착면이 떨어짐 (박스 12개 중 적게는 3개 많게는 7개가 떨어지는 것으로 확인) ,임가공시 접착면을 잘 누르지 않았거나 겨울철이라 접착면이 잘 붙지 않는..? ,
805,2024.2.7,등록,,한승윤,한승윤,PNA23773-법무부,버티컬 무선충전패드,"고객사에서 요청하지 않은 시안으로 인쇄가 진행되었습니다. 일부 수량 회수 후 충전패드 상판만 무지로 교체한 다음에 인쇄 가능할지 확인 부탁 드립니다. 가능하다고 하면 곧바로 회수 요청하겠습니다. 

제품 빼내는 과정에서 박스 훼손 여부도 함께 확인 부탁드립니다. ","큐레이터 휴먼에러
 
디자인리퀘스트 진행 > 고객사에서 시안 정리 요청했는데 큐레이터가 누락 > 체크파이널 단계 완료 후 > 주문서 단계에서 인지하고 다시 수정 요청 > 큐레이터가 디자인리퀘스트에서 진행 후 > 체크파이널에서 시안 정리 요청을 하지 못함  ",
804,2024.2.5,등록,,채효경,채효경,PNA23430-국립중앙극장,어태치보조배터리,"어태치 보조배터리 8핀/c타입 혼합이며 키트포장 건인데, 8핀구분용 스티커가 부착되지 않아 키트와 출고외박스에 모두 구분이 되지 않은 채로 출고되어 고객이 구분할 수 없음",8핀구분용 스티커 부착 누락 (발주는 진행된 것으로 보여 8핀구분용 스티커 부착 필요 여부가 임가공 단계에서 필수로 확인되어야 할 것 같습니다) ,
803,2024.1.29,등록,,송지영,송지영,PNA20386-태상,데코 무선 가습기,"엔드 유저가 가습기가 작동되지 않는다고 하셔서 회수 후 테스트 해보았습니다, CX팀에서 여러번 작동해본 결과 작동되지 않아서 새제품으로 다시 전달드려야 할 것 같습니다. ",,
802,2024.1.26,등록,,이은교,이은교,PNA23645-한국글로벌피스재단,매트블랙 텀블러,"텀블러 본품 전면 유광블랙 인쇄에 얼룩현상 (슬리브 끼워지는 영역에 해당)
100개 중 2개 개봉해보셨고, 2개 모두 동일현상 발생했습니다.

사진은 스레드로 확인 부탁드립니다.

",PNA16956-(주)해시드 건과 동일 이슈로 추정됩니다.,
801,2024.1.24,등록,,현동원,현동원,PNA21409-바스큘럼,뮤지엄 머그,"뮤지엄머그에 아래 현상이 있다고 합니다. 시안 2종인데, 시안 당 52개씩 총 104개가 발생했다고 합니다. 불량에 해당하는지 사진 확인 부탁드립니다.
1. 특히 2,3번 사진이 불량 기준에 해당하는지 확인 부탁드립니다.
2. 나머지는 대부분 웹사이트와 템플릿에서 안내드리는 내용에 해당되는 것 같으나 불량 기준을 벗어나는 것이 있을지 더블체크 부탁드립니다. ",,
800,2024.1.22,등록,,이은교,이은교,PNA17149-인투온,오토매틱 와인오프너,"와인 오프너 뚜껑이 닫히지 않는 이슈. 받아보신 엔드유저분께서 신시어리로 직접 연락주셨습니다. 스레드로 첨부한 동영상 확인 부탁드립니다. 

힘을 주어서 본체와 뚜껑을 완전히 밀착시킨 뒤 돌려도 뚜껑이 닫히지 않는다고 합니다. (건전지를 빼도 안닫힌다고 하네요)",,
799,2024.1.17,등록,,황세은,황세은,PNA22590-달성문화재단,데코 무선 가습기,"문제는 잘 해결되었으나, 추후 프로세스 개선에 도움이 될까 하여 공유드립니다.

데코무선가습기 추가제작건이 (불량이슈대응) 고객과 논의한 날짜보다 1.5주 뒤에 출고되었습니다. ","프로세스에 대한 이해가 부족하여 출고정보생성을 누락하였습니다. 
해당 건처럼 추가로 배송이 필요한 경우, 출고정보생성 누락을 방지할 방법이 있을까요? ex. 알람이 온다든지

(이후 cx팀 신규입사자분이 오셔도 도움이 될 것 같습니다)",
798,2024.1.17,등록,,이은교,이은교,PNA22172-레뷰코퍼레이션,"Stationery 페이퍼박스,페이퍼링 캘린더,올 블랙 펜","페이퍼링 캘린더 커버, 페이퍼박스 띠지, 올블랙펜 슬리브 고객이 예상하신 것과 실물의 색상차이가 너무 심하다는 컴플레인. ",,
797,2024.1.8,등록,,송지영,송지영,PNA22397-두말,에너제틱 목마사지기,고객이 제품을 받아보았는데 충전을 해도 제품이 켜지지 않는다고 합니다. 100개 중에 2개 테스트 해보셨는데 안된다고 하시네요!,확인필요 ,
796,2024.1.8,등록,,한승윤,한승윤,PNA20623-넷마블네오,포시즌 블랭킷,"포시즌 블랭킷 제작샘플을 수령했는데 희망하는 위치와 어긋나게 제작되었다고 고객사에서 인지하고 계신 상황입니다. 

디자인리퀘스트 거친 건인데, 고객이 기존에 희망하던 것보다 크기가 약간 조정되기는 하였고 고객사에서 최종 주문서 작성하실 때 PDF 파일 보시고 컨펌하셨던 건입니다. 

막상 샘플 받아보시니 글자 크기가 너무 애매하고 바닥면에 너무 붙어보인다고 인식하고 계시는 상황인데요 본 건 혹시 추가 샘플 진행 희망하시는데 추가 샘플은 전체금액 할인 처리해도 될지요? 

고객사에 잘못 제작된 것이 아니라 설명 드려도 납득을 못하셔서 할인처리해드리는 것이 커뮤니케이션 비용이 덜 들것 같습니다.","고객 성향 파악 실패 
고객사의 시안 확인 미비 
고객용 템플릿에 디자인 가능 영역의 의미가 모호 (디자인 안전 영역인지, 칼선 기준인지 나와있지 않음) --> 칼선 기준이라면 고객사 말처럼 예상한 것보다 바닥에 더 붙어보이는 것이 맞을 것 같아요. ",
795,2024.1.8,등록,,한승윤,한승윤,PNA22989-비가나,리유저블 캘린더,"삼각대 크기가 샘플 대여했던 것과 다르고 내지고정이 잘 되지 않음. 이번에 제작된 제품의 크기가 조금 더 높고, 제일 첫 장은 잘 끼워지지 않아 건드리기만 해도 종이가 빠진다고 합니다.",알수 없음,
